prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path
"A chef in India, photorealistic.",Change the image to represent chef in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_chef.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_chef_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_chef_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_chef_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_chef_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_chef_5.png
"Daily Life in India, photorealistic.",Change the image to represent daily life in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_daily_life.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_daily_life_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_daily_life_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_daily_life_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_daily_life_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_daily_life_5.png
"A doctor in India, photorealistic.",Change the image to represent doctor in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_doctor.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_doctor_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_doctor_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_doctor_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_doctor_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_doctor_5.png
"A farmer in India, photorealistic.",Change the image to represent farmer in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_farmer.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_farmer_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_farmer_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_farmer_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_farmer_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_farmer_5.png
"A model in India, photorealistic.",Change the image to represent model in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_model.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_model_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_model_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_model_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_model_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_model_5.png
"A president in India, photorealistic.",Change the image to represent president in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_president.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_president_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_president_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_president_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_president_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_president_5.png
"A soldier in India, photorealistic.",Change the image to represent soldier in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_soldier.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_soldier_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_soldier_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_soldier_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_soldier_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_soldier_5.png
"A student in India, photorealistic.",Change the image to represent student in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_student.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_student_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_student_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_student_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_student_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_student_5.png
"A teacher in India, photorealistic.",Change the image to represent teacher in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_teacher.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_teacher_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_teacher_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_teacher_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_teacher_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_teacher_5.png
"Common animal in India, photorealistic.",Change the image to represent common animal in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_wildlife_animal_common.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_wildlife_animal_common_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_wildlife_animal_common_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_wildlife_animal_common_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_wildlife_animal_common_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_wildlife_animal_common_5.png
"Animal in India, photorealistic.",Change the image to represent animal in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_wildlife_animal_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_wildlife_animal_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_wildlife_animal_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_wildlife_animal_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_wildlife_animal_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_wildlife_animal_general_5.png
"National animal in India, photorealistic.",Change the image to represent national animal in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_wildlife_animal_national.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_wildlife_animal_national_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_wildlife_animal_national_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_wildlife_animal_national_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_wildlife_animal_national_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_wildlife_animal_national_5.png
"Common plant in India, photorealistic.",Change the image to represent common animal in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_wildlife_plant_common.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_wildlife_plant_common_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_wildlife_plant_common_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_wildlife_plant_common_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_wildlife_plant_common_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_wildlife_plant_common_5.png
"Plant in India, photorealistic.",Change the image to represent animal in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_wildlife_plant_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_wildlife_plant_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_wildlife_plant_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_wildlife_plant_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_wildlife_plant_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_wildlife_plant_general_5.png
"National plant in India, photorealistic.",Change the image to represent national animal in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_wildlife_plant_national.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_wildlife_plant_national_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_wildlife_plant_national_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_wildlife_plant_national_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_wildlife_plant_national_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_wildlife_plant_national_5.png
"House in Kenya, photorealistic.",Change the image to represent house in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_architecture_house_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_architecture_house_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_architecture_house_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_architecture_house_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_architecture_house_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_architecture_house_general_5.png
"Modern house in Kenya, photorealistic.",Change the image to represent modern house in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_architecture_house_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_architecture_house_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_architecture_house_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_architecture_house_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_architecture_house_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_architecture_house_modern_5.png
"Traditional house in Kenya, photorealistic.",Change the image to represent traditional house in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_architecture_house_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_architecture_house_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_architecture_house_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_architecture_house_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_architecture_house_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_architecture_house_traditional_5.png
"Landmark in Kenya, photorealistic.",Change the image to represent landmark in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_architecture_landmark_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_architecture_landmark_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_architecture_landmark_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_architecture_landmark_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_architecture_landmark_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_architecture_landmark_general_5.png
"Modern landmark in Kenya, photorealistic.",Change the image to represent modern landmark in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_architecture_landmark_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_architecture_landmark_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_architecture_landmark_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_architecture_landmark_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_architecture_landmark_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_architecture_landmark_modern_5.png
"Traditional landmark in Kenya, photorealistic.",Change the image to represent traditional landmark in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_architecture_landmark_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_architecture_landmark_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_architecture_landmark_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_architecture_landmark_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_architecture_landmark_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_architecture_landmark_traditional_5.png
"Dance in Kenya, photorealistic.",Change the image to represent dance in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_art_dance_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_art_dance_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_art_dance_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_art_dance_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_art_dance_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_art_dance_general_5.png
"Modern dance in Kenya, photorealistic.",Change the image to represent modern dance in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_art_dance_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_art_dance_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_art_dance_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_art_dance_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_art_dance_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_art_dance_modern_5.png
"Traditional dance in Kenya, photorealistic.",Change the image to represent traditional dance in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_art_dance_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_art_dance_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_art_dance_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_art_dance_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_art_dance_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_art_dance_traditional_5.png
"Painting in Kenya, photorealistic.",Change the image to represent painting in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_art_painting_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_art_painting_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_art_painting_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_art_painting_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_art_painting_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_art_painting_general_5.png
